PartidaID,TorneioID,Jogo,Tipo_Partida,Lado_A_ID,Lado_B_ID,Score_A,Score_B,Vencedor_ID
P-1314,T-010,Truco,Individual,9CC7-0FE2-686E,AE47-91F7-9BA9,0,1,AE47-91F7-9BA9
P-1315,T-009,Valorant,Individual,AE47-91F7-9BA9,5279-BD70-B4FC,0,2,5279-BD70-B4FC
P-1316,T-002,Truco,Individual,E817-A538-C31C,472A-CAC8-93E5,1,0,472A-CAC8-93E5
P-1317,T-006,Xadrez,Individual,6059-E8F6-1098,E817-A538-C31C,0,1,6059-E8F6-1098
P-1318,T-004,Truco,Individual,10E6-B1B9-DE93,E817-A538-C31C,2,1,10E6-B1B9-DE93
P-1319,T-007,Xadrez,Individual,7345-E5C6-0C6A,E817-A538-C31C,1,0,7345-E5C6-0C6A
P-1320,T-009,Xadrez,Individual,44B3-962E-CF2D,E817-A538-C31C,1,2,E817-A538-C31C
P-1321,T-001,Truco,Individual,C393-A742-773D,E817-A538-C31C,1,0,C393-A742-773D
P-1322,T-008,Xadrez,Individual,8727-267E-90C0,E817-A538-C31C,0,0,E817-A538-C31C
P-1323,T-006,Truco,Individual,B23E-3698-FB5C,C4E3-1EEA-875C,0,0,C4E3-1EEA-875C
P-1324,T-004,Street Fighter,Individual,F57F-5CFD-B75C,B23E-3698-FB5C,0,2,F57F-5CFD-B75C
P-1325,T-010,Truco,Individual,AE47-91F7-9BA9,B23E-3698-FB5C,1,0,B23E-3698-FB5C
P-1326,T-008,Street Fighter,Individual,B23E-3698-FB5C,CA70-EDCF-B6F9,2,1,CA70-EDCF-B6F9
P-1327,T-003,Truco,Individual,BACA-B2F0-67BA,B23E-3698-FB5C,1,2,BACA-B2F0-67BA
P-1328,T-007,Truco,Individual,C4E3-1EEA-875C,B23E-3698-FB5C,2,2,B23E-3698-FB5C
P-1329,T-001,Truco,Individual,B23E-3698-FB5C,5279-BD70-B4FC,0,2,5279-BD70-B4FC
P-1330,T-003,Street Fighter,Individual,9314-0DD0-1B84,B23E-3698-FB5C,1,2,B23E-3698-FB5C
P-1331,T-007,Street Fighter,Individual,B23E-3698-FB5C,42C0-EE75-B626,1,0,B23E-3698-FB5C
P-1332,T-001,Volei,Individual,3ED8-52E7-7579,A779-8432-2167,2,2,3ED8-52E7-7579
P-1333,T-007,Xadrez,Individual,190E-4A68-6C02,3ED8-52E7-7579,1,0,190E-4A68-6C02
P-1334,T-007,Xadrez,Individual,3ED8-52E7-7579,FAE7-3258-B902,2,1,3ED8-52E7-7579
P-1335,T-006,Xadrez,Individual,3ED8-52E7-7579,4940-4386-9FED,1,1,4940-4386-9FED
P-1336,T-004,Xadrez,Individual,3ED8-52E7-7579,E817-A538-C31C,0,1,E817-A538-C31C
P-1337,T-005,Volei,Individual,3ED8-52E7-7579,7B05-8450-7662,2,1,7B05-8450-7662
P-1338,T-006,Volei,Individual,93D7-E65E-4BAB,3ED8-52E7-7579,0,0,93D7-E65E-4BAB
P-1339,T-009,Xadrez,Individual,35BB-A759-DD15,EAB6-E75E-8FD0,1,0,EAB6-E75E-8FD0
P-1340,T-006,Xadrez,Individual,EAB6-E75E-8FD0,FAE7-3258-B902,0,0,EAB6-E75E-8FD0
P-1341,T-006,Tênis,Individual,A779-8432-2167,EAB6-E75E-8FD0,0,1,EAB6-E75E-8FD0
P-1342,T-001,Tênis,Individual,DE06-728A-44B9,EAB6-E75E-8FD0,0,0,EAB6-E75E-8FD0
P-1343,T-008,Tênis,Individual,3EDC-7285-41C6,4DA7-50EE-BC39,0,1,3EDC-7285-41C6
P-1344,T-006,Xadrez,Individual,BE12-255F-1C4A,4DA7-50EE-BC39,1,1,4DA7-50EE-BC39
P-1345,T-009,Xadrez,Individual,4DA7-50EE-BC39,FAE7-3258-B902,0,2,FAE7-3258-B902
P-1346,T-006,Xadrez,Individual,4DA7-50EE-BC39,635C-7C4B-824D,0,0,635C-7C4B-824D
P-1347,T-001,Xadrez,Individual,8727-267E-90C0,4DA7-50EE-BC39,1,2,4DA7-50EE-BC39
P-1348,T-006,Xadrez,Individual,4DA7-50EE-BC39,190E-4A68-6C02,1,0,190E-4A68-6C02
P-1349,T-003,Tênis,Individual,4DA7-50EE-BC39,A779-8432-2167,0,0,4DA7-50EE-BC39
P-1350,T-010,Xadrez,Individual,BE12-255F-1C4A,4DA7-50EE-BC39,0,1,4DA7-50EE-BC39
P-1351,T-005,Tênis,Individual,4DA7-50EE-BC39,7345-E5C6-0C6A,2,2,7345-E5C6-0C6A
P-1352,T-010,Xadrez,Individual,4DA7-50EE-BC39,A4D5-2C44-5F62,2,1,A4D5-2C44-5F62
P-1353,T-007,Xadrez,Individual,4940-4386-9FED,4DA7-50EE-BC39,1,2,4DA7-50EE-BC39
P-1354,T-008,Xadrez,Individual,4DA7-50EE-BC39,190E-4A68-6C02,0,0,190E-4A68-6C02
P-1355,T-007,Valorant,Individual,E21B-5B54-DBFE,F23F-2F15-E841,0,2,E21B-5B54-DBFE
P-1356,T-008,Valorant,Individual,E21B-5B54-DBFE,356F-71D0-67FE,0,1,356F-71D0-67FE
P-1357,T-007,Valorant,Individual,E21B-5B54-DBFE,42ED-A79C-FFE6,2,2,42ED-A79C-FFE6
P-1358,T-009,Truco,Individual,E21B-5B54-DBFE,9314-0DD0-1B84,2,2,E21B-5B54-DBFE
P-1359,T-007,Valorant,Individual,C4E3-1EEA-875C,8988-3FAE-BBCD,1,0,C4E3-1EEA-875C
P-1360,T-010,Tênis,Individual,FC71-A770-2D7D,8988-3FAE-BBCD,0,0,FC71-A770-2D7D
P-1361,T-004,Tênis,Individual,287F-6276-4369,8988-3FAE-BBCD,1,1,8988-3FAE-BBCD
P-1362,T-003,Valorant,Individual,8988-3FAE-BBCD,AE47-91F7-9BA9,1,2,AE47-91F7-9BA9
P-1363,T-004,Valorant,Individual,8988-3FAE-BBCD,356F-71D0-67FE,1,0,8988-3FAE-BBCD
P-1364,T-007,Tênis,Individual,FC71-A770-2D7D,8988-3FAE-BBCD,2,2,8988-3FAE-BBCD
P-1365,T-003,Tênis,Individual,8988-3FAE-BBCD,1253-BF8A-5B80,0,1,1253-BF8A-5B80
P-1366,T-004,Tênis,Individual,8988-3FAE-BBCD,1D36-EEED-C2A4,1,2,8988-3FAE-BBCD
P-1367,T-004,Tênis,Individual,8988-3FAE-BBCD,1D36-EEED-C2A4,1,2,8988-3FAE-BBCD
P-1368,T-008,Tênis,Individual,8988-3FAE-BBCD,7345-E5C6-0C6A,0,0,7345-E5C6-0C6A
P-1369,T-002,Tênis,Individual,8988-3FAE-BBCD,100F-A893-FE6B,1,1,8988-3FAE-BBCD
P-1370,T-003,Valorant,Individual,8988-3FAE-BBCD,356F-71D0-67FE,0,1,8988-3FAE-BBCD
P-1371,T-006,Valorant,Individual,C4E3-1EEA-875C,8988-3FAE-BBCD,2,1,C4E3-1EEA-875C
P-1372,T-010,Tênis,Individual,2CE4-93C5-3DD2,8988-3FAE-BBCD,2,0,8988-3FAE-BBCD
P-1373,T-005,Tênis,Individual,8988-3FAE-BBCD,A779-8432-2167,0,2,8988-3FAE-BBCD
P-1374,T-007,Valorant,Individual,78AC-D3AE-EB8F,8988-3FAE-BBCD,1,2,8988-3FAE-BBCD
P-1375,T-008,Xadrez,Individual,122C-B742-5D6C,08B4-4A07-E105,0,1,122C-B742-5D6C
P-1376,T-006,Truco,Individual,08B4-4A07-E105,E21B-5B54-DBFE,1,0,E21B-5B54-DBFE
P-1377,T-005,Xadrez,Individual,122C-B742-5D6C,08B4-4A07-E105,2,2,08B4-4A07-E105
P-1378,T-010,Truco,Individual,EE7F-C52E-B41B,08B4-4A07-E105,2,2,08B4-4A07-E105
P-1379,T-010,Truco,Individual,08B4-4A07-E105,9CC7-0FE2-686E,1,2,08B4-4A07-E105
P-1380,T-005,Xadrez,Individual,08B4-4A07-E105,A812-6DF4-A234,0,1,08B4-4A07-E105
P-1381,T-009,Xadrez,Individual,08B4-4A07-E105,7B05-8450-7662,0,2,7B05-8450-7662
P-1382,T-004,Xadrez,Individual,4DA7-50EE-BC39,08B4-4A07-E105,1,2,4DA7-50EE-BC39
P-1383,T-006,Truco,Individual,08B4-4A07-E105,48FB-FDD9-ACDB,1,2,48FB-FDD9-ACDB
P-1384,T-006,Truco,Individual,9A32-57B6-4B3D,08B4-4A07-E105,1,2,08B4-4A07-E105
P-1385,T-007,Xadrez,Individual,08B4-4A07-E105,4584-130E-EC8A,2,0,4584-130E-EC8A
P-1386,T-001,Xadrez,Individual,08B4-4A07-E105,03E8-77CC-8566,1,1,08B4-4A07-E105
P-1387,T-008,Truco,Individual,08B4-4A07-E105,9A32-57B6-4B3D,2,2,08B4-4A07-E105
P-1388,T-009,Truco,Individual,D122-F09F-2E21,08B4-4A07-E105,2,2,D122-F09F-2E21
P-1389,T-009,Truco,Individual,08B4-4A07-E105,E817-A538-C31C,0,1,E817-A538-C31C
P-1390,T-004,Xadrez,Individual,08B4-4A07-E105,3269-DD31-38AA,1,1,08B4-4A07-E105
P-1391,T-008,Truco,Individual,6C47-7D1C-4074,2F13-E4CD-24C9,2,0,2F13-E4CD-24C9
P-1392,T-001,Truco,Individual,9A32-57B6-4B3D,6C47-7D1C-4074,0,0,6C47-7D1C-4074
P-1393,T-010,Truco,Individual,6C47-7D1C-4074,9A9F-0B22-8103,1,0,6C47-7D1C-4074
P-1394,T-009,Street Fighter,Individual,FC47-0E10-3879,6C47-7D1C-4074,1,2,FC47-0E10-3879
P-1395,T-004,Truco,Individual,D122-F09F-2E21,6C47-7D1C-4074,0,2,D122-F09F-2E21
P-1396,T-003,Street Fighter,Individual,6C47-7D1C-4074,1B52-79CA-5552,1,1,6C47-7D1C-4074
P-1397,T-004,Truco,Individual,AE47-91F7-9BA9,6C47-7D1C-4074,2,1,AE47-91F7-9BA9
P-1398,T-004,Truco,Individual,E817-A538-C31C,6C47-7D1C-4074,0,2,E817-A538-C31C
P-1399,T-005,Truco,Individual,6C47-7D1C-4074,10E6-B1B9-DE93,1,1,6C47-7D1C-4074
P-1400,T-001,Truco,Individual,2F13-E4CD-24C9,6C47-7D1C-4074,0,0,2F13-E4CD-24C9
P-1401,T-003,Street Fighter,Individual,6C47-7D1C-4074,1B82-841A-999F,1,0,6C47-7D1C-4074
P-1402,T-006,Truco,Individual,770E-8AB6-6ABA,6C47-7D1C-4074,2,1,770E-8AB6-6ABA
P-1403,T-002,Truco,Individual,6C47-7D1C-4074,FECA-D95F-750B,2,1,FECA-D95F-750B
P-1404,T-008,Street Fighter,Individual,84B9-7C81-A0A8,6C47-7D1C-4074,2,2,84B9-7C81-A0A8
P-1405,T-006,Street Fighter,Individual,6C47-7D1C-4074,31C6-0A25-5B67,1,2,31C6-0A25-5B67
P-1406,T-003,Truco,Individual,122C-B742-5D6C,A0A8-8B03-9E78,1,0,122C-B742-5D6C
P-1407,T-008,Truco,Individual,AE47-91F7-9BA9,122C-B742-5D6C,0,1,AE47-91F7-9BA9
P-1408,T-001,Truco,Individual,122C-B742-5D6C,48FB-FDD9-ACDB,1,2,48FB-FDD9-ACDB
P-1409,T-009,Xadrez,Individual,635C-7C4B-824D,122C-B742-5D6C,0,0,122C-B742-5D6C
P-1410,T-005,Truco,Individual,122C-B742-5D6C,6C47-7D1C-4074,1,1,122C-B742-5D6C
P-1411,T-010,Truco,Individual,78AC-D3AE-EB8F,122C-B742-5D6C,0,0,122C-B742-5D6C
P-1412,T-001,Xadrez,Individual,122C-B742-5D6C,E817-A538-C31C,0,2,E817-A538-C31C
P-1413,T-008,Xadrez,Individual,122C-B742-5D6C,EAB6-E75E-8FD0,2,1,EAB6-E75E-8FD0
P-1414,T-007,Xadrez,Individual,FC71-A770-2D7D,122C-B742-5D6C,1,1,FC71-A770-2D7D
P-1415,T-004,Truco,Individual,122C-B742-5D6C,9CC7-0FE2-686E,2,2,9CC7-0FE2-686E
P-1416,T-007,Xadrez,Individual,122C-B742-5D6C,FAE7-3258-B902,0,2,FAE7-3258-B902
P-1417,T-002,Xadrez,Individual,122C-B742-5D6C,F23F-2F15-E841,1,2,F23F-2F15-E841
P-1418,T-007,Truco,Individual,2E1D-EB8F-338A,122C-B742-5D6C,0,1,2E1D-EB8F-338A
P-1419,T-005,Truco,Individual,122C-B742-5D6C,B23E-3698-FB5C,1,1,B23E-3698-FB5C
P-1420,T-010,Truco,Individual,A4D5-2C44-5F62,122C-B742-5D6C,0,2,A4D5-2C44-5F62
P-1421,T-001,Truco,Individual,122C-B742-5D6C,6C47-7D1C-4074,2,1,122C-B742-5D6C
P-1422,T-007,Xadrez,Individual,44B3-962E-CF2D,122C-B742-5D6C,2,1,122C-B742-5D6C
P-1423,T-004,Truco,Individual,A0A8-8B03-9E78,73AD-C607-C95E,0,0,73AD-C607-C95E
P-1424,T-005,Truco,Individual,A0A8-8B03-9E78,9A32-57B6-4B3D,2,0,9A32-57B6-4B3D
P-1425,T-004,Truco,Individual,9A9F-0B22-8103,A0A8-8B03-9E78,2,0,A0A8-8B03-9E78
P-1426,T-005,Truco,Individual,79F1-76D3-435E,A0A8-8B03-9E78,1,1,A0A8-8B03-9E78
P-1427,T-004,Truco,Individual,A0A8-8B03-9E78,876A-6FF5-70E9,1,2,A0A8-8B03-9E78
P-1428,T-009,Truco,Individual,A0A8-8B03-9E78,287F-6276-4369,2,0,A0A8-8B03-9E78
P-1429,T-003,Volei,Individual,A0A8-8B03-9E78,9CC7-0FE2-686E,2,2,9CC7-0FE2-686E
P-1430,T-003,Volei,Individual,A0A8-8B03-9E78,4054-3122-987F,1,1,4054-3122-987F
P-1431,T-005,Volei,Individual,A0A8-8B03-9E78,E42C-92FD-D243,0,2,A0A8-8B03-9E78
P-1432,T-002,Volei,Individual,A0A8-8B03-9E78,190E-4A68-6C02,0,0,A0A8-8B03-9E78
P-1433,T-006,Truco,Individual,A0A8-8B03-9E78,08B4-4A07-E105,1,1,08B4-4A07-E105
